TAG,Oven,mPerf,"","Base_Perform","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mPerfState_Holding,"Holding Value of Performance State","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mPerMixGas,"Gas Usage per Mix","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mPerMixGas_KWh,"Gas Usage per Mix Converted to KWh","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mRA_Asset,"","Base_RA_Asset","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mRecipeActualProcedure,"Actual Oven Procedure","Base_Temp_Recipe_Procedure","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mRecipeTargetProcedure,"Target Oven Procedure Recipe","Base_Temp_Recipe_Procedure[5]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mRecipeTargetProcedureName,"","Base_Recipe_Procedure","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mScrapParts,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mShiftGParts,"Shift Good Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mShiftSParts,"Shift Scrap Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mShiftTParts,"Shift Total Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mStartEnergy,"This is the energy at the start of the MIX","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mStart_Gas,"Mix Start Gas Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mState,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mStateFilterDelay,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mStepControl,"","StepLogic[10]","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,Oven,mStepControl,"Start Step 1",,"mStepControl[1].CONTROL.0"
COMMENT,Oven,mStepControl,"Step 1 Active",,"mStepControl[1].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 1 Timer",,"mStepControl[1].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 1 Timer$NDone",,"mStepControl[1].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 2 Active",,"mStepControl[2].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 2 Timer",,"mStepControl[2].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 2 Timer$NDone",,"mStepControl[2].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 3 Active",,"mStepControl[3].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 3 Timer",,"mStepControl[3].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 3 Timer$NDone",,"mStepControl[3].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 4 Active",,"mStepControl[4].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 4 Timer",,"mStepControl[4].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 4 Timer$NDone",,"mStepControl[4].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 5 Active",,"mStepControl[5].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 5 Timer",,"mStepControl[5].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 5 Timer$NDone",,"mStepControl[5].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 6 Active",,"mStepControl[6].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 6 Timer",,"mStepControl[6].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 6 Timer$NDone",,"mStepControl[6].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 7 Active",,"mStepControl[7].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 7 Timer",,"mStepControl[7].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 7 Timer$NDone",,"mStepControl[7].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 8 Active",,"mStepControl[8].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 8 Timer",,"mStepControl[8].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 8 Timer$NDone",,"mStepControl[8].INSTEPTIMER.DN"
COMMENT,Oven,mStepControl,"Step 9 Active",,"mStepControl[9].CONTROL.1"
COMMENT,Oven,mStepControl,"Step 9 Timer",,"mStepControl[9].INSTEPTIMER"
COMMENT,Oven,mStepControl,"Step 9 Timer$NDone",,"mStepControl[9].INSTEPTIMER.DN"
TAG,Oven,mStepEnergy,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mTotalPartODO,"Total Part Odometer","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mTotalParts,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mTotal_Gas,"Gas Odometer","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mTransfer_Energy,"This is the energy constants used for electrical usage","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,mWorkcell,"Oven Workcell","FTM_Workcell","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,OvenVFD,"","LB_VFD_Ramp","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,OvenVFD_REQ,"","Base_VFD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,PerCentLoad,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,ProdID,"Product ID for Moisture Analysis","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,ProdID_Energy,"Transfer Energy by ProductID","REAL[5]","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,QModeTimer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,R,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,RANDOM,"Random Number < 1","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,RANDOM1M,"1 Minus Random/10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,RANDOM1P,"1 Plus Random/10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,RANDOMP1,"Random /10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,Recipe_IdealCT,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,Transfer_Gap,"Used for Separation of Machine function","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,WD_Counter,"WatchDog Counter","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,WD_HIST,"","Base_WD[10]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Oven,OV_BearingFault_Alarm,"Oven Bearing Fault Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[3]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Oven,OV_BearingFault_Alarm,"Oven - Bearing FAULT Alarm.",,"AM"
TAG,Oven,OV_BeltSpeed_Alarm,"Oven belt speed Alarm","ALARM_ANALOG","","(ExternalAccess := Read/Write, EnableIn := true, InFault := false, HHEnabled := true, HEnabled := true, LEnabled := true, LLEnabled := true, AckRequired := true, ProgAckAll := false, OperAckAll := false, HHProgAck := false, HHOperAck := false, HProgAck := false, HOperAck := false, LProgAck := false, LOperAck := false, LLProgAck := false, LLOperAck := false, ROCPosProgAck := false, ROCPosOperAck := false, ROCNegProgAck := false, ROCNegOperAck := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, HHOperShelve := false, HOperShelve := false, LOperShelve := false, LLOperShelve := false, ROCPosOperShelve := false, ROCNegOperShelve := false, ProgUnshelveAll := false, HHOperUnshelve := false, HOperUnshelve := false, LOperUnshelve := false, LLOperUnshelve := false, ROCPosOperUnshelve := false, ROCNegOperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, HHMinDurationEnable := true, HMinDurationEnable := true, LMinDurationEnable := true, LLMinDurationEnable := true, In := 30.0, HHLimit := 60.0, HHSeverity := 500, HLimit := 50.0, HSeverity := 500, LLimit := 15.0, LSeverity := 500, LLLimit := 10.0, LLSeverity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, Deadband := 0.0, ROCPosLimit := 0.0, ROCPosSeverity := 500, ROCNegLimit := 0.0, ROCNegSeverity := 500, ROCPeriod := 0.0, AssocTag3 := ""AlarmRC[1]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Oven,OV_BeltSpeed_Alarm,"Oven - Belt Speed is too HIGH. Product will be rejected.",,"HH"
ALMMSG:en-US,Oven,OV_BeltSpeed_Alarm,"Oven - Belt Speed is HIGH warning.",,"H"
ALMMSG:en-US,Oven,OV_BeltSpeed_Alarm,"Oven - Belt Speed is LOW warning. The limit is set to: The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"L"
ALMMSG:en-US,Oven,OV_BeltSpeed_Alarm,"Oven - Belt Speed is too LOW. Product will be rejected.",,"LL"
TAG,Oven,OV_BeltStopped_Alarm,"Oven belt stopped Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[2]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Oven,OV_BeltStopped_Alarm,"Oven - Belt STOPPED alarm.",,"AM"
TAG,Oven,OV_DriveFault_Alarm,"Oven Drive Fault Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[4]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Oven,OV_DriveFault_Alarm,"Oven - Drive FAULT alarm.",,"AM"
TAG,Oven,OV_Moisture_Alarm,"Oven Moisture Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[5]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Oven,OV_Moisture_Alarm,"Oven - HIGH Moisture alarm.",,"AM"
TAG,Oven,OV_Temperature_Alarm,"Oven Temperature Alarm","ALARM_ANALOG","","(ExternalAccess := Read/Write, EnableIn := true, InFault := false, HHEnabled := true, HEnabled := false, LEnabled := false, LLEnabled := false, AckRequired := true, ProgAckAll := false, OperAckAll := false, HHProgAck := false, HHOperAck := false, HProgAck := false, HOperAck := false, LProgAck := false, LOperAck := false, LLProgAck := false, LLOperAck := false, ROCPosProgAck := false, ROCPosOperAck := false, ROCNegProgAck := false, ROCNegOperAck := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, HHOperShelve := false, HOperShelve := false, LOperShelve := false, LLOperShelve := false, ROCPosOperShelve := false, ROCNegOperShelve := false, ProgUnshelveAll := false, HHOperUnshelve := false, HOperUnshelve := false, LOperUnshelve := false, LLOperUnshelve := false, ROCPosOperUnshelve := false, ROCNegOperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, HHMinDurationEnable := true, HMinDurationEnable := true, LMinDurationEnable := true, LLMinDurationEnable := true, In := 372.82837, HHLimit := 375.0, HHSeverity := 500, HLimit := 300.0, HSeverity := 500, LLimit := 50.0, LSeverity := 500, LLLimit := 32.0, LLSeverity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, Deadband := 0.0, ROCPosLimit := 0.0, ROCPosSeverity := 500, ROCNegLimit := 0.0, ROCNegSeverity := 500, ROCPeriod := 0.0, AssocTag3 := ""AlarmRC[0]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Oven,OV_Temperature_Alarm,"Oven - Temperature Alarm HH. Shutdown Oven.",,"HH"
ALMMSG:en-US,Oven,OV_Temperature_Alarm,"Oven - Temperature Alarm HIGH warning. Please check system. The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"H"
ALMMSG:en-US,Oven,OV_Temperature_Alarm,"Oven - Temperature Alarm LOW warning. Please check system. The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"L"
ALMMSG:en-US,Oven,OV_Temperature_Alarm,"Oven - Temperature Alarm LL. Shutdown Oven.",,"LL"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,Packer,AlarmRC,"Alarm Reason Codes","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,Alarm_Control,"Alarm Control Word","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Packer,Alarm_Control,"Packer Glue Alarm Enable",,"Alarm_Control[0].0"
COMMENT,Packer,Alarm_Control,"Packer Glue Alarm",,"Alarm_Control[0].1"
COMMENT,Packer,Alarm_Control,"Packer Glue Alarm Reset Button could be on HMI",,"Alarm_Control[0].2"
COMMENT,Packer,Alarm_Control,"Top Alarm Button$Nfrom HMI",,"Alarm_Control[0].3"
COMMENT,Packer,Alarm_Control,"Packer No Glue Alarm$NRequest$NThis is set by the HMI",,"Alarm_Control[1].0"
COMMENT,Packer,Alarm_Control,"Packer No Glue Alarm",,"Alarm_Control[1].1"
COMMENT,Packer,Alarm_Control,"Packer No Glue Alarm Request from HMI",,"Alarm_Control[1].2"
COMMENT,Packer,Alarm_Control,"HMI 2nd Alarm$NOption Button",,"Alarm_Control[1].3"
COMMENT,Packer,Alarm_Control,"Packer Missing Label Alarm$N Request from HMI",,"Alarm_Control[2].0"
COMMENT,Packer,Alarm_Control,"Packer Missing Label Alarm$NScrap",,"Alarm_Control[2].1"
COMMENT,Packer,Alarm_Control,"Packer Missing Label Alarm$NReset from HMI",,"Alarm_Control[2].2"
COMMENT,Packer,Alarm_Control,"HMI 3rd Alarm$NOption Button",,"Alarm_Control[2].3"
COMMENT,Packer,Alarm_Control,"Packer No Packing Material Alarm$NThis is set by the HMI",,"Alarm_Control[3].0"
COMMENT,Packer,Alarm_Control,"Packer No Packing Material Alarm",,"Alarm_Control[3].1"
COMMENT,Packer,Alarm_Control,"Packer No Packing Material Alarm$NReset Button could be on HMI",,"Alarm_Control[3].2"
COMMENT,Packer,Alarm_Control,"HMI 4th Alarm$NOption Button",,"Alarm_Control[3].3"
COMMENT,Packer,Alarm_Control,"Machine Fault$NSet by HMI",,"Alarm_Control[9].0"
COMMENT,Packer,Alarm_Control,"Machine Fault",,"Alarm_Control[9].1"
COMMENT,Packer,Alarm_Control,"Machine Fault Reset",,"Alarm_Control[9].2"
TAG,Packer,Ambient,"Amient Temperature - Degrees F of course$Nmore accurate than degrees C","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,AR,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,ARB,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,BTUs,"Gas Consumption","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,cp,"Control Factor on how fast we change the Oven Zone Temperatures the larger the number the quicker the rise and fall of the temperature","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,cp_therm,"Coefficient","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,CycleTime,"","Base_CycleTime","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,CycleTimeValid_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,EnergyDataTimer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,EnergySignal,"Energy Unit Valid Consume Data","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,FAULT,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Packer,FAULT,"Time Stamp 1 of 2",,"FAULT[0]"
COMMENT,Packer,FAULT,"Time Stamp 2 of 2",,"FAULT[1]"
COMMENT,Packer,FAULT,"Lower 16 bits$NFault Type$NUpper 16 bits$NFault Code",,"FAULT[2]"
TAG,Packer,FaultHoldSpeed,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,FaultReasonCode,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,FAULT_Code,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,FAULT_RESET,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,FAULT_Type,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,LAST_ScanTime_us,"Last Scan Time in microseconds","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,LAST_WD_TS,"","Base_WD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,LGHCounter,"","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,LGHTimer,"LGH Step 1 Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mControl,"Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Packer,mControl,"Machine UDT Step String Update String",,"mControl.0"
COMMENT,Packer,mControl,"Signal Energy Storage",,"mControl.4"
COMMENT,Packer,mControl,"We DONT have an Alarm",,"mControl.6"
COMMENT,Packer,mControl,"Cycle Complete$NCheck for Starve Condition",,"mControl.7"
COMMENT,Packer,mControl,"Run Next Cycle",,"mControl.8"
COMMENT,Packer,mControl,"One-Shot Control Bit",,"mControl.13"
COMMENT,Packer,mControl,"Idle Mode",,"mControl.14"
COMMENT,Packer,mControl,"Manual Set$NStarve Condition",,"mControl.15"
COMMENT,Packer,mControl,"Enable AutoStart First Scan",,"mControl.16"
COMMENT,Packer,mControl,"AutoStart first Scan",,"mControl.17"
COMMENT,Packer,mControl,"Scrap$NAlarm Present",,"mControl.18"
COMMENT,Packer,mControl,"Block Line Update$NBatchID",,"mControl.19"
COMMENT,Packer,mControl,"Machine Running",,"mControl.20"
COMMENT,Packer,mControl,"Machine Available",,"mControl.21"
COMMENT,Packer,mControl,"Set BatchID$NTo$NNOBatchID",,"mControl.22"
COMMENT,Packer,mControl,"One-Shot Control Bit",,"mControl.23"
COMMENT,Packer,mControl,"One-Shot Control Bit",,"mControl.24"
COMMENT,Packer,mControl,"Reset Button$NMust be in Single Cycle Mode",,"mControl.25"
COMMENT,Packer,mControl,"Start$NUse this for One-Shot Start Button",,"mControl.26"
COMMENT,Packer,mControl,"One-Shot Control Bit",,"mControl.27"
COMMENT,Packer,mControl,"Stop Machine",,"mControl.28"
COMMENT,Packer,mControl,"Actual Start Button",,"mControl.29"
COMMENT,Packer,mControl,"Auto Mode",,"mControl.30"
COMMENT,Packer,mControl,"Single Cycle",,"mControl.31"
TAG,Packer,mControl1,"Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Packer,mControl1,"Deep Reset",,"mControl1.12"
COMMENT,Packer,mControl1,"RA_AssetData1",,"mControl1.21"
COMMENT,Packer,mControl1,"RA_AssetData2",,"mControl1.22"
TAG,Packer,mCT,"Snapshot CycleTime","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mCycleCount,"Machine Cycle Count","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mCycleTimer,"Overall Cycle time Timer -","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mDemandHold,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mDemandStart,"Demand kWh Starting Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mDemandTimer,"Demand Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mEnergy,"Mixer","Base_Unit_Energy","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mEnergyTransferIN,"Internal","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mEnergyTransferOUT,"Internal","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mEnergy_Storage,"","Base_Unit_Energy","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mGoodPartODO,"Good Part Odometer","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mGoodParts,"Good Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mIdealCycleTime,"Ideal Cycle Time$NSeconds per Part","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mInPackerSetPoint,"Internal Sim Zone Set Point","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mInPackerTemp,"Internal Sim Zone Temp","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mInPackerZone,"Internal Sim InZone","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mLGHFault,"","Base_LGH_Mode","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mMachineUDT,"","MachineUDT","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,Packer,mMachineUDT,"Machine ID intended to be Machine 1 Line 1 Plant 12",,"mMachineUDT.MACHINEID"
COMMENT,Packer,mMachineUDT,"BatchID Not assured to be Unique - use the CRID for uniqueness",,"mMachineUDT.BATCHID"
COMMENT,Packer,mMachineUDT,"This contains the CreateID for the Batch - Generated in the Controller -",,"mMachineUDT.CRID"
COMMENT,Packer,mMachineUDT,"This contains the Product Code - also considered the Receipe Name",,"mMachineUDT.PRODUCTCODE"
COMMENT,Packer,mMachineUDT,"This contains the units per Mix that the Receipe produces -i.e. Final Product Count",,"mMachineUDT.UNITPERMIX"
COMMENT,Packer,mMachineUDT,"Machine Step Number",,"mMachineUDT.MACHINESTEP"
COMMENT,Packer,mMachineUDT,"This is the BatchActive Boolean On>Active$NOff>InActive",,"mMachineUDT.MACHINEACTIVE"
COMMENT,Packer,mMachineUDT,"This contains the String that Defines the Step Operation",,"mMachineUDT.MACHINESTEPSTRING"
COMMENT,Packer,mMachineUDT,"This contains the KWh for the Mix",,"mMachineUDT.ENERGY"
COMMENT,Packer,mMachineUDT,"Packer$NReady To$NAccept",,"mMachineUDT.INTERLOCKS.0"
COMMENT,Packer,mMachineUDT,"Packer$NReady To$NRelease",,"mMachineUDT.INTERLOCKS.1"
COMMENT,Packer,mMachineUDT,"Packer Release In Transition",,"mMachineUDT.INTERLOCKS.2"
COMMENT,Packer,mMachineUDT,"Packer Blocked",,"mMachineUDT.INTERLOCKS.3"
COMMENT,Packer,mMachineUDT,"Packer Starved",,"mMachineUDT.INTERLOCKS.4"
COMMENT,Packer,mMachineUDT,"Wrapper to Packer$NTransition",,"mMachineUDT.INTERLOCKS.5"
COMMENT,Packer,mMachineUDT,"Machine is in Cycle",,"mMachineUDT.INTERLOCKS.27"
COMMENT,Packer,mMachineUDT,"Packer Scrap Alarm Exist",,"mMachineUDT.INTERLOCKS.29"
COMMENT,Packer,mMachineUDT,"Packer Auto Mode",,"mMachineUDT.INTERLOCKS.30"
TAG,Packer,MODN,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerDemand,"Packer Demand per Minute","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerElect,"","Energy_Electric_Analog","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerKWh,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerMissingLabelAlarm_Timer,"Packer Missing Label Alarm Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerNoGlueInPlaceAlarm_Timer,"Packer No Glue in Place Alarm Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerNoPackingMaterialAlarm_Timer,"Packer No Packing Material Alarm Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerStorage,"","Base_StorageLOC","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPackerTempAlarm_Timer,"Packer Glue Temperature Alarm Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPacker_BEO_EE,"Packer BEO CIP Energy UDT","BEO","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPacker_GlueTemp,"Packer Glue Temperature Sim","Base_Temp_Zone","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPacker_Mode,"","Base_Sim","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPacker_PackageCount,"Packer Package Count","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
